XCOLLAR,YCOLLAR,ZCOLLAR,Ni
408225.78,87323.75,495.57,1.19
408225.78,87323.75,494.57,1.75
408225.78,87323.75,493.57,0.36
408225.78,87323.75,492.57,2.56
408225.78,87323.75,491.57,2.51
408225.78,87323.75,490.57,2.02
408225.78,87323.75,489.57,1.31
408225.78,87323.75,488.57,1.25
408225.78,87323.75,487.57,1.23
408225.78,87323.75,486.57,0.91
408225.78,87323.75,485.57,0.34
408225.78,87323.75,484.57,0.35
408225.78,87323.75,483.57,0.28
408225.78,87323.75,482.57,0.4
408225.78,87323.75,481.57,1.02
408225.78,87323.75,480.57,0.76
408225.78,87323.75,479.57,1.47
408225.78,87323.75,478.57,1.92
408225.78,87323.75,477.57,1.22
408225.78,87323.75,476.57,0.12
408225.78,87323.75,475.57,0.19
408225.78,87323.75,474.57,0.19
408225.78,87323.75,473.57,0.14
408225.72,87350.05,488.82,0.9
408225.72,87350.05,487.82,0.97
408225.72,87350.05,486.82,1.03
408225.72,87350.05,485.82,1.19
408225.72,87350.05,484.82,2.07
408225.72,87350.05,483.82,2.33
408225.72,87350.05,482.82,2.29
408225.72,87350.05,481.82,1.68
408225.72,87350.05,480.82,1.4
408225.72,87350.05,479.82,2.16
408225.72,87350.05,478.82,2.25
408225.72,87350.05,477.82,2.08
408225.72,87350.05,476.82,1.37
408225.72,87350.05,475.82,0.44
408225.72,87350.05,474.82,0.72
408225.72,87350.05,473.82,0.52
408225.72,87350.05,472.82,0.52
408225.72,87350.05,471.82,0.48
408225.72,87350.05,470.82,0.45
408225.72,87350.05,469.82,0.92
408225.72,87350.05,468.82,0.29
408225.72,87350.05,467.82,1.07
408225.72,87350.05,466.82,2.03
408225.72,87350.05,465.82,1.37
408225.72,87350.05,464.82,1.08
408225.72,87350.05,463.82,1.34
408224.91,87375.23,492.29,1.16
408224.91,87375.23,491.29,1.23
408224.91,87375.23,490.29,1.51
408224.91,87375.23,489.29,2.43
408224.91,87375.23,488.29,2.35
408224.91,87375.23,487.29,2.32
408224.91,87375.23,486.29,2.79
408224.91,87375.23,485.29,2.84
408224.91,87375.23,484.29,2.38
408224.91,87375.23,483.29,2.46
408224.91,87375.23,482.29,1.77
408224.91,87375.23,481.29,2.12
408224.91,87375.23,480.29,2.6
408224.91,87375.23,479.29,2.18
408224.91,87375.23,478.29,2.48
408224.91,87375.23,477.29,1.61
408224.91,87375.23,476.29,1.37
408224.91,87375.23,475.29,2.26
408224.91,87375.23,474.29,1.54
408224.91,87375.23,473.29,2.53
408224.91,87375.23,472.29,2
408224.91,87375.23,471.29,1.96
408224.91,87375.23,470.29,2.08
408224.91,87375.23,469.29,2.61
408224.91,87375.23,468.29,1.78
408224.91,87375.23,467.29,2.28
408225.47,87149.85,525.24,0.61
408225.47,87149.85,524.24,0.54
408225.47,87149.85,523.24,0.87
408225.47,87149.85,522.24,1.14
408225.47,87149.85,521.24,1.19
408225.47,87149.85,520.24,0.8
408225.47,87149.85,519.24,1.04
408225.47,87149.85,518.24,0.61
408225.47,87149.85,517.24,1
408225.47,87149.85,516.24,2.11
408225.47,87149.85,515.24,1.62
408225.47,87149.85,514.24,1.2
408225.47,87149.85,513.24,1.74
408225.47,87149.85,512.24,2
408225.47,87149.85,511.24,1.81
408225.47,87149.85,510.24,2.3
408225.47,87149.85,509.24,2.37
408225.47,87149.85,508.24,1.68
408225.47,87149.85,507.24,2.78
408225.47,87149.85,506.24,2.08
408225.47,87149.85,505.24,2.18
408225.47,87149.85,504.24,2.34
408225.47,87149.85,503.24,2.39
408225.47,87149.85,502.24,2.6
408225.47,87149.85,501.24,2.6
408224.81,87174.98,521.44,0.65
408224.81,87174.98,520.44,0.68
408224.81,87174.98,519.44,1.19
408224.81,87174.98,518.44,0.99
408224.81,87174.98,517.44,1.3
408224.81,87174.98,516.44,1.3
408224.81,87174.98,515.44,1.31
408224.81,87174.98,514.44,1.76
408224.81,87174.98,513.44,2.21
408224.81,87174.98,512.44,2.39
408224.81,87174.98,511.44,1.51
408224.81,87174.98,510.44,0.74
408224.81,87174.98,509.44,0.34
408224.81,87174.98,508.44,0.97
408224.81,87174.98,507.44,1.81
408224.81,87174.98,506.44,2.2
408224.81,87174.98,505.44,1.69
408224.81,87174.98,504.44,1.06
408224.81,87174.98,503.44,0.16
408224.81,87174.98,502.44,0.16
408224.81,87174.98,501.44,0.27
408224.81,87174.98,500.44,0.24
408224.81,87174.98,499.44,0.22
408224.81,87174.98,498.44,0.21
408224.81,87174.98,497.44,0.29
408224.91,87199.93,519.52,0.54
408224.91,87199.93,518.52,0.9
408224.91,87199.93,517.52,1
408224.91,87199.93,516.52,1.23
408224.91,87199.93,515.52,1.08
408224.91,87199.93,514.52,1.26
408224.91,87199.93,513.52,1.36
408224.91,87199.93,512.52,1.21
408224.91,87199.93,511.52,1.37
408224.91,87199.93,510.52,1.06
408224.91,87199.93,509.52,1.56
408224.91,87199.93,508.52,0.71
408224.91,87199.93,507.52,0.22
408224.91,87199.93,506.52,0.66
408224.91,87199.93,505.52,0.41
408224.91,87199.93,504.52,0.18
408224.91,87199.93,503.52,0.26
408224.91,87199.93,502.52,0.16
408225.09,87226.41,517.23,0.44
408225.09,87226.41,516.23,0.68
408225.09,87226.41,515.23,0.84
408225.09,87226.41,514.23,0.89
408225.09,87226.41,513.23,0.8
408225.09,87226.41,512.23,1.13
408225.09,87226.41,511.23,1.25
408225.09,87226.41,510.23,1.02
408225.09,87226.41,509.23,1.33
408225.09,87226.41,508.23,1.25
408225.09,87226.41,507.23,1.59
408225.09,87226.41,506.23,1.31
408225.09,87226.41,505.23,1.62
408225.09,87226.41,504.23,2.88
408225.09,87226.41,503.23,1.87
408225.09,87226.41,502.23,1.67
408225.09,87226.41,501.23,2.25
408225.09,87226.41,500.23,2.14
408225.09,87226.41,499.23,1.99
408225.09,87226.41,498.23,2.21
408225.09,87226.41,497.23,1.85
408225.09,87226.41,496.23,0.95
408225.09,87226.41,495.23,0.2
408225.09,87226.41,494.23,0.19
408225.09,87226.41,493.23,0.23
408225.44,87249.54,514.23,0.74
408225.44,87249.54,513.23,1.14
408225.44,87249.54,512.23,1.27
408225.44,87249.54,511.23,1.45
408225.44,87249.54,510.23,1.51
408225.44,87249.54,509.23,1.5
408225.44,87249.54,508.23,1.57
408225.44,87249.54,507.23,3.06
408225.44,87249.54,506.23,3.03
408225.44,87249.54,505.23,3.33
408225.44,87249.54,504.23,3
408225.44,87249.54,503.23,1.14
408225.44,87249.54,502.23,1.1
408225.44,87249.54,501.23,1.09
408225.44,87249.54,500.23,0.28
408225.44,87249.54,499.23,1.55
408225.44,87249.54,498.23,2.29
408225.44,87249.54,497.23,2.01
408225.44,87249.54,496.23,1.52
408225.44,87249.54,495.23,1
408225.09,87274.76,510.4,0.94
408225.09,87274.76,509.4,1.16
408225.09,87274.76,508.4,1.1
408225.09,87274.76,507.4,0.92
408225.09,87274.76,506.4,0.88
408225.09,87274.76,505.4,0.9
408225.09,87274.76,504.4,2.01
408225.09,87274.76,503.4,2.5
408225.09,87274.76,502.4,2.12
408225.09,87274.76,501.4,1.88
408225.09,87274.76,500.4,2.35
408225.09,87274.76,499.4,2.13
408225.09,87274.76,498.4,1.67
408225.09,87274.76,497.4,1.99
408225.09,87274.76,496.4,1.6
408225.09,87274.76,495.4,1.7
408225.09,87274.76,494.4,1.98
408225.09,87274.76,493.4,1.18
408225.09,87274.76,492.4,0.31
408225.09,87274.76,491.4,2.03
408225.09,87274.76,490.4,1.4
408225.09,87274.76,489.4,0.98
408225.09,87274.76,488.4,1.43
408225.09,87274.76,487.4,1.37
408225.09,87274.76,486.4,0.47
408224.94,87300.22,505.49,0.97
408224.94,87300.22,504.49,1.16
408224.94,87300.22,503.49,1.36
408224.94,87300.22,502.49,1.31
408224.94,87300.22,501.49,1.33
408224.94,87300.22,500.49,1.52
408224.94,87300.22,499.49,1.54
408224.94,87300.22,498.49,1.25
408224.94,87300.22,497.49,1.06
408224.94,87300.22,496.49,1.03
408224.94,87300.22,495.49,0.65
408224.94,87300.22,494.49,0.85
408224.94,87300.22,493.49,1.21
408224.94,87300.22,492.49,1.26
408224.94,87300.22,491.49,1.57
408224.94,87300.22,489.49,1.26
408224.94,87300.22,487.49,1.8
408224.94,87300.22,486.49,2.44
408224.94,87300.22,485.49,0.4
408224.94,87300.22,484.49,0.99
408224.94,87300.22,483.49,0.54
408224.94,87300.22,482.49,0.21
408224.94,87300.22,481.49,0.17
408224.94,87300.22,480.49,0.16
408251.63,87328.22,498.23,1.14
408251.63,87328.22,497.23,0.99
408251.63,87328.22,496.23,1.09
408251.63,87328.22,495.23,0.92
408251.63,87328.22,494.23,1.11
408251.63,87328.22,493.23,0.81
408251.63,87328.22,492.23,1.39
408251.63,87328.22,491.23,2.46
408251.63,87328.22,490.23,2.04
408251.63,87328.22,489.23,2.28
408251.63,87328.22,488.23,1.52
408251.63,87328.22,487.23,1.93
408251.63,87328.22,486.23,0.16
408251.63,87328.22,485.23,0.09
408249.88,87349.94,496.46,1.13
408249.88,87349.94,495.46,2.23
408249.88,87349.94,494.46,0.6
408249.88,87349.94,493.46,0.23
408249.88,87349.94,492.46,0.17
408249.88,87349.94,491.46,1.13
408249.88,87349.94,490.46,1.78
408249.88,87349.94,489.46,1.29
408249.88,87349.94,488.46,0.81
408249.88,87349.94,487.46,1.49
408249.88,87349.94,486.46,1.85
408249.88,87349.94,485.46,1.31
408249.88,87349.94,484.46,1.36
408249.88,87349.94,483.46,1.58
408249.88,87349.94,482.46,1.49
408249.88,87349.94,481.46,1.62
408249.88,87349.94,480.46,1.21
408249.88,87349.94,479.46,0.75
408249.88,87349.94,478.46,0.13
408249.88,87349.94,477.46,0.19
408249.88,87349.94,476.46,0.22
408249.88,87349.94,475.46,0.9
408249.88,87349.94,474.46,0.78
408249.88,87349.94,473.46,0.62
408249.88,87349.94,472.46,0.18
408250.66,87374.72,495.73,1.19
408250.66,87374.72,494.73,1.25
408250.66,87374.72,493.73,1.28
408250.66,87374.72,492.73,2.3
408250.66,87374.72,491.73,1.69
408250.66,87374.72,490.73,1.91
408250.66,87374.72,489.73,0.12
408250.66,87374.72,488.73,2.18
408250.66,87374.72,487.73,2.7
408250.66,87374.72,486.73,0.64
408250.66,87374.72,485.73,0.12
408250.66,87374.72,484.73,0.82
408250.66,87374.72,483.73,1.85
408250.66,87374.72,482.73,1.75
408250.66,87374.72,481.73,1.4
408250.66,87374.72,480.73,1.33
408250.66,87374.72,479.73,1.34
408250.47,87149.92,532.67,0.87
408250.47,87149.92,531.67,1.06
408250.47,87149.92,530.67,1.27
408250.47,87149.92,529.67,1.33
408250.47,87149.92,528.67,1.22
408250.47,87149.92,527.67,1.53
408250.47,87149.92,526.67,1.16
408250.47,87149.92,525.67,0.93
408250.47,87149.92,524.67,2.13
408250.47,87149.92,523.67,2.26
408250.47,87149.92,522.67,1.65
408250.47,87149.92,521.67,0.6
408250.47,87149.92,520.67,0.67
408250.47,87149.92,519.67,1.31
408250.47,87149.92,518.67,1.21
408250.47,87149.92,517.67,0.31
408250.47,87149.92,516.67,1.21
408250.47,87149.92,515.67,0.5
408250.47,87149.92,514.67,0.26
408250.47,87149.92,513.67,0.36
408250.47,87149.92,512.67,0.28
408247.56,87175.29,529.59,0.67
408247.56,87175.29,528.59,0.83
408247.56,87175.29,527.59,0.8
408247.56,87175.29,526.59,1.2
408247.56,87175.29,525.59,1.13
408247.56,87175.29,524.59,1.86
408247.56,87175.29,523.59,1.26
408247.56,87175.29,522.59,2.93
408247.56,87175.29,521.59,2.64
408247.56,87175.29,520.59,0.45
408247.56,87175.29,519.59,1.63
408247.56,87175.29,518.59,0.79
408247.56,87175.29,517.59,0.54
408247.56,87175.29,516.59,0.48
408247.56,87175.29,515.59,0.62
408247.56,87175.29,514.59,1.53
408247.56,87175.29,513.59,1.72
408247.56,87175.29,512.59,2.3
408247.56,87175.29,511.59,2.46
408247.56,87175.29,510.59,0.66
408247.56,87175.29,509.59,1.56
408247.56,87175.29,508.59,0.84
408247.56,87175.29,507.59,0.93
408247.56,87175.29,506.59,1.12
408247.56,87175.29,505.59,0.86
408249.81,87199.74,524.91,0.66
408249.81,87199.74,523.91,1.04
408249.81,87199.74,522.91,1
408249.81,87199.74,521.91,1.11
408249.81,87199.74,520.91,1.28
408249.81,87199.74,519.91,1.35
408249.81,87199.74,518.91,1.36
408249.81,87199.74,517.91,1.85
408249.81,87199.74,516.91,2.35
408249.81,87199.74,515.91,2.37
408249.81,87199.74,514.91,1.09
408249.81,87199.74,513.91,0.41
408249.81,87199.74,512.91,0.25
408249.81,87199.74,511.91,0.23
408249.81,87199.74,510.91,0.2
408249.81,87199.74,509.91,0.35
408249.81,87199.74,508.91,0.94
408249.81,87199.74,507.91,1.28
408249.81,87199.74,506.91,0.5
408249.81,87199.74,505.91,0.2
408249.81,87199.74,504.91,0.16
408249.81,87199.74,503.91,0.17
408249.81,87199.74,502.91,0.16
408249.81,87199.74,501.91,0.18
408249.81,87199.74,500.91,0.17
408249.59,87224.16,520.3,0.74
408249.59,87224.16,519.3,0.77
408249.59,87224.16,518.3,1.24
408249.59,87224.16,517.3,1.09
408249.59,87224.16,516.3,1.27
408249.59,87224.16,515.3,1.42
408249.59,87224.16,514.3,1.67
408249.59,87224.16,513.3,1.21
408249.59,87224.16,512.3,0.97
408249.59,87224.16,511.3,0.05
408249.59,87224.16,510.3,0.3
408249.59,87224.16,509.3,0.05
408250.75,87249.86,515.39,0.94
408250.75,87249.86,514.39,1.66
408250.75,87249.86,513.39,1.31
408250.75,87249.86,512.39,1.39
408250.75,87249.86,511.39,1.58
408250.75,87249.86,510.39,1.09
408250.75,87249.86,509.39,1.18
408250.75,87249.86,508.39,1.41
408250.75,87249.86,507.39,1.59
408250.75,87249.86,506.39,1.72
408250.75,87249.86,505.39,2.26
408250.75,87249.86,504.39,2.03
408250.75,87249.86,503.39,1.46
408250.75,87249.86,502.39,0.45
408250.75,87249.86,501.39,0.28
408250.75,87249.86,500.39,0.93
408250.75,87249.86,499.39,1.23
408250.75,87249.86,498.39,0.92
408250.75,87249.86,497.39,0.5
408250.75,87249.86,496.39,0.94
408253.19,87276.84,508.21,0.84
408253.19,87276.84,507.21,1.49
408253.19,87276.84,506.21,3.3
408253.19,87276.84,505.21,2.62
408253.19,87276.84,504.21,3.21
408253.19,87276.84,503.21,3.27
408253.19,87276.84,502.21,2.29
408253.19,87276.84,501.21,3.4
408253.19,87276.84,500.21,3.17
408253.19,87276.84,499.21,0.97
408253.19,87276.84,498.21,0.35
408253.19,87276.84,497.21,0.34
408253.19,87276.84,496.21,0.33
408253.19,87276.84,495.21,1.48
408253.19,87276.84,494.21,0.44
408250.09,87300.19,501.78,0.87
408250.09,87300.19,500.78,1.86
408250.09,87300.19,499.78,2.52
408250.09,87300.19,498.78,2.39
408250.09,87300.19,497.78,2.63
408250.09,87300.19,496.78,2.51
408250.09,87300.19,495.78,1.86
408250.09,87300.19,494.78,1.28
408250.09,87300.19,493.78,0.25
408250.09,87300.19,492.78,1
408250.09,87300.19,491.78,0.15
408250.09,87300.19,490.78,0.39
408250.09,87300.19,489.78,0.33
408250.09,87300.19,488.78,0.53
408250.09,87300.19,487.78,0.66
408250.09,87300.19,486.78,1.18
408250.09,87300.19,485.78,0.23
408250.09,87300.19,484.78,0.19
408250.09,87300.19,483.78,0.48
408250.09,87300.19,482.78,0.26
408250.09,87300.19,481.78,0.15
408275.69,87325.38,505.91,1.11
408275.69,87325.38,504.91,1.3
408275.69,87325.38,503.91,1.4
408275.69,87325.38,502.91,3.05
408275.69,87325.38,501.91,3.06
408275.69,87325.38,500.91,2.48
408275.69,87325.38,499.91,2.69
408275.69,87325.38,498.91,1.88
408275.69,87325.38,497.91,1.52
408275.69,87325.38,496.91,1.7
408275.69,87325.38,495.91,0.77
408275.69,87325.38,494.91,0.28
408275.69,87325.38,493.91,0.69
408275.69,87325.38,492.91,0.75
408275.69,87325.38,491.91,1.32
408275.69,87325.38,490.91,0.61
408275.69,87325.38,489.91,1.47
408275.69,87325.38,488.91,1.05
408275.69,87325.38,487.91,0.36
408275.69,87325.38,486.91,0.56
408275.69,87325.38,485.91,0.74
408275.69,87325.38,484.91,0.2
408275.19,87350.01,505.22,1.05
408275.19,87350.01,504.22,1.24
408275.19,87350.01,503.22,1.1
408275.19,87350.01,502.22,1.39
408275.19,87350.01,501.22,1.26
408275.19,87350.01,500.22,1.25
408275.19,87350.01,499.22,0.72
408275.19,87350.01,498.22,0.49
408275.19,87350.01,497.22,0.5
408275.19,87350.01,496.22,0.76
408275.19,87350.01,495.22,0.17
408275.19,87350.01,494.22,0.31
408275.19,87350.01,493.22,0.53
408275.19,87350.01,492.22,0.52
408275.19,87350.01,491.22,0.51
408275.19,87350.01,490.22,0.41
408275.19,87350.01,489.22,0.26
408275.19,87350.01,488.22,0.42
408275.19,87350.01,487.22,0.52
408275.19,87350.01,486.22,0.53
408275.19,87350.01,485.22,0.25
408275.19,87350.01,484.22,0.23
408275.19,87350.01,483.22,0.23
408275.19,87350.01,482.22,0.16
408275.19,87350.01,481.22,0.24
408275.19,87350.01,480.22,0.23
408274.72,87375.24,500.21,0.88
408274.72,87375.24,499.21,1.01
408274.72,87375.24,498.21,1.01
408274.72,87375.24,497.21,1.53
408274.72,87375.24,496.21,2.16
408274.72,87375.24,495.21,1.98
408274.72,87375.24,494.21,1.8
408274.72,87375.24,493.21,1.91
408274.72,87375.24,492.21,1.85
408274.72,87375.24,491.21,1
408274.72,87375.24,490.21,0.75
408274.72,87375.24,489.21,1.17
408274.72,87375.24,488.21,1.46
408274.72,87375.24,487.21,0.31
408274.72,87375.24,486.21,0.19
408274.72,87375.24,485.21,0.17
408275.81,87156.18,538.27,1.35
408275.81,87156.18,537.27,1.73
408275.81,87156.18,536.27,0.9
408275.81,87156.18,535.27,0.2
408275.81,87156.18,534.27,0.41
408275.81,87156.18,533.27,0.19
408275.81,87156.18,532.27,0.18
408275.81,87156.18,531.27,0.42
408275.81,87156.18,530.27,0.28
408275.81,87156.18,529.27,0.2
408275.81,87156.18,528.27,0.17
408275.81,87156.18,527.27,0.16
408275.81,87156.18,526.27,0.18
408275.81,87156.18,525.27,0.15
408275.81,87156.18,524.27,0.16
408275.81,87156.18,523.27,0.18
408275.81,87156.18,522.27,0.17
408275.81,87156.18,521.27,0.15
408274.59,87175.1,533.32,1.05
408274.59,87175.1,532.32,1.02
408274.59,87175.1,531.32,0.95
408274.59,87175.1,530.32,0.85
408274.59,87175.1,529.32,0.94
408274.59,87175.1,528.32,0.32
408274.59,87175.1,527.32,1.13
408274.59,87175.1,526.32,1.18
408274.59,87175.1,525.32,1.18
408274.59,87175.1,524.32,0.84
408274.59,87175.1,523.32,0.38
408274.59,87175.1,522.32,1.16
408274.59,87175.1,521.32,1.43
408274.59,87175.1,520.32,1.32
408274.59,87175.1,519.32,1.51
408274.59,87175.1,518.32,1.14
408274.59,87175.1,517.32,1.17
408274.59,87175.1,516.32,1.24
408274.59,87175.1,515.32,1.36
408274.59,87175.1,514.32,1.27
408274.59,87175.1,513.32,0.96
408274.59,87175.1,512.32,0.98
408274.59,87175.1,511.32,2.3
408274.59,87175.1,510.32,2.29
408274.59,87175.1,509.32,2.8
408274.78,87199.87,529.59,0.79
408274.78,87199.87,528.59,1.21
408274.78,87199.87,527.59,1.17
408274.78,87199.87,526.59,1.23
408274.78,87199.87,525.59,1.26
408274.78,87199.87,524.59,1.18
408274.78,87199.87,523.59,1.02
408274.78,87199.87,522.59,0.98
408274.78,87199.87,521.59,1.25
408274.78,87199.87,520.59,2.58
408274.78,87199.87,519.59,2.34
408274.78,87199.87,518.59,2.07
408274.78,87199.87,517.59,2.13
408274.78,87199.87,516.59,2.18
408274.78,87199.87,515.59,1.88
408274.78,87199.87,514.59,2.31
408274.78,87199.87,513.59,2.19
408274.78,87199.87,512.59,2.04
408274.78,87199.87,511.59,1.56
408274.78,87199.87,510.59,1.42
408274.78,87199.87,509.59,0.48
408274.78,87199.87,508.59,0.21
408274.78,87199.87,507.59,0.2
408274.78,87199.87,506.59,0.23
408274.78,87199.87,505.59,1.36
408274.38,87224.48,524.63,1.02
408274.38,87224.48,523.63,1.14
408274.38,87224.48,522.63,1.22
408274.38,87224.48,521.63,1.3
408274.38,87224.48,520.63,1.85
408274.38,87224.48,519.63,2.66
408274.38,87224.48,518.63,2.45
408274.38,87224.48,517.63,1.93
408274.38,87224.48,516.63,1.27
408274.38,87224.48,515.63,0.52
408274.38,87224.48,514.63,0.31
408274.38,87224.48,513.63,0.24
408274.38,87224.48,512.63,0.23
408274.38,87224.48,511.63,0.21
408274.38,87224.48,510.63,0.35
408274.38,87224.48,509.63,0.42
408274.38,87224.48,508.63,0.75
408274.38,87224.48,507.63,0.53
408274.38,87224.48,506.63,0.25
408274.38,87224.48,505.63,0.6
408274.38,87224.48,504.63,0.53
408274.38,87224.48,503.63,0.53
408274.38,87224.48,502.63,0.23
408274.38,87224.48,501.63,0.19
408275.03,87249.33,520.31,1.37
408275.03,87249.33,519.31,1.45
408275.03,87249.33,518.31,1.79
408275.03,87249.33,517.31,2
408275.03,87249.33,516.31,1.49
408275.03,87249.33,515.31,1.23
408275.03,87249.33,514.31,1.23
408275.03,87249.33,513.31,1.35
408275.03,87249.33,512.31,1.59
408275.03,87249.33,511.31,0.28
408275.03,87249.33,510.31,0.17
408275.03,87249.33,509.31,0.18
408275.03,87249.33,508.31,0.2
408275.03,87249.33,507.31,0.28
408275.03,87249.33,506.31,0.96
408275.03,87249.33,505.31,0.23
408275.03,87249.33,504.31,0.22
408275.03,87249.33,503.31,0.25
408275.03,87249.33,502.31,0.15
408275.03,87249.33,501.31,0.15
408275.03,87249.33,500.31,0.16
408275.22,87275.05,509.97,0.62
408275.22,87275.05,508.97,0.68
408275.22,87275.05,507.97,0.86
408275.22,87275.05,506.97,1.12
408275.22,87275.05,505.97,1.28
408275.22,87275.05,504.97,1.65
408275.22,87275.05,503.97,2.4
408275.22,87275.05,502.97,1.67
408275.22,87275.05,501.97,1.52
408275.22,87275.05,500.97,2.84
408275.22,87275.05,499.97,2.98
408275.22,87275.05,498.97,2.27
408275.22,87275.05,497.97,2.52
408275.22,87275.05,496.97,2.63
408275.22,87275.05,495.97,2.66
408275.22,87275.05,494.97,1.47
408275.22,87275.05,493.97,2.77
408275.22,87275.05,492.97,2.62
408275.22,87275.05,491.97,2.69
408275.22,87275.05,490.97,3.1
408275.22,87275.05,489.97,2.54
408275.22,87275.05,488.97,1.52
408275.22,87275.05,487.97,2.94
408275.22,87275.05,486.97,3.47
408275.22,87275.05,485.97,1.94
408274.44,87300.14,510.31,0.9
408274.44,87300.14,509.31,0.88
408274.44,87300.14,508.31,1.68
408274.44,87300.14,507.31,2.37
408274.44,87300.14,506.31,2.61
408274.44,87300.14,505.31,2.49
408274.44,87300.14,504.31,2.71
408274.44,87300.14,503.31,2.93
408274.44,87300.14,502.31,2.46
408274.44,87300.14,501.31,1.86
408274.44,87300.14,500.31,1.48
408274.44,87300.14,499.31,1.56
408274.44,87300.14,498.31,1.75
408274.44,87300.14,497.31,1.88
408274.44,87300.14,496.31,1.81
408274.44,87300.14,495.31,0.94
408274.44,87300.14,494.31,1.34
408274.44,87300.14,493.31,1.36
408274.44,87300.14,492.31,0.37
408274.44,87300.14,491.31,0.22
408274.44,87300.14,490.31,0.18
408274.44,87300.14,489.31,0.22
408274.44,87300.14,488.31,0.24
408274.44,87300.14,487.31,0.2
408274.44,87300.14,486.31,0.19
408303.97,87324.93,511.26,0.82
408303.97,87324.93,510.26,2.36
408303.97,87324.93,509.26,2.93
408303.97,87324.93,508.26,2.07
408303.97,87324.93,507.26,3.36
